ALJARAFE-O3-AT_IN,ALJARAFE-PM10-AT_IN,ALJARAFE-NO2-AT_IN,ALJARAFE-TMP Media-AT_IN,ALJARAFE-VV-AT_IN
44.7987,68.628,16.8091,22.7504,3.72898
108.642,30.7075,11.9652,18.9142,11.2923
35.605,20.0558,35.123,8.97634,13.1112
76.5774,20.4168,8.09432,20.9318,16.3842
142.103,10.345,5.58209,21.2603,5.47082
46.3491,24.041,19.3195,25.8288,4.67447
76.6221,47.3029,16.7478,19.8647,9.98045
44.5392,30.1413,21.9797,13.0867,7.39918
118.712,60.0508,3.98782,33.3377,25.3349
97.8458,24.5232,9.81842,17.3989,10.0318
48.6607,62.8077,21.8986,22.5689,25.2048
110.032,64.5179,6.29179,28.6064,12.6367
49.9459,9.9967,23.5046,23.5357,10.1128
26.4843,62.1799,28.2681,11.7347,22.3324
39.6024,19.5143,16.4007,8.84106,8.69029
84.2254,11.5258,6.5006,36.599,6.59086
20.4637,73.8298,52.4958,12.8239,5.66461
64.5767,49.5848,26.5216,30.6658,13.6093
73.4555,49.1322,3.2644,17.2234,9.79442
62.9677,54.7734,39.612,29.413,16.1351
52.5248,9.23211,1.50374,8.99011,1.44656
108.45,71.9571,17.7136,45.333,14.0963
54.3592,21.8604,2.99612,19.4407,20.3326
28.352,54.0057,33.1269,22.1942,14.6494
66.1348,52.2019,14.5577,27.5051,4.41131
69.465,28.9901,5.395,28.3796,4.01263
53.7492,39.3033,36.2614,16.5545,3.90951
69.3288,81.8388,29.3455,29.9434,17.5834
19.0418,13.9531,38.0411,10.6457,1.83715
21.6603,11.0792,20.7784,11.4731,1.66431
53.6937,20.0083,8.92491,17.1648,8.88865
46.6643,22.9457,8.31395,10.4368,11.8105
35.741,64.0443,30.2146,17.5585,10.6518
42.377,13.0072,13.9356,15.2845,7.00171
35.8651,10.778,4.48637,19.1516,16.6033
6.6676,14.6502,23.2354,13.4705,0.940259
85.4659,19.563,8.03666,16.1387,4.62964
75.2992,19.9837,11.6605,30.438,27.5613
56.1953,14.8347,22.3374,11.8121,1.68961
127.897,60.4933,14.3766,36.5438,14.1902
35.5272,29.1419,17.7451,25.3817,11.3655
74.3704,57.3118,12.7003,21.3007,1.16738
102.812,9.71391,1.96434,28.5392,8.91131
90.8513,15.9792,12.4929,38.3789,13.9057
16.3904,31.0702,35.2725,17.4095,2.29734
44.0377,11.4099,15.6024,14.7419,1.9032
16.0313,5.82858,21.4576,5.14851,3.60733
45.33,7.11269,9.06846,15.9837,9.27549
21.0885,27.7801,27.1083,6.47812,0.182514
70.1945,25.7455,14.4701,13.5845,20.1019
64.2589,99.2158,37.0079,25.8977,11.2167
18.3528,15.472,35.7975,8.01314,4.57093
44.091,47.2057,68.9582,27.2967,17.3006
79.1705,93.6387,15.6667,30.7053,1.89411
51.3157,19.7428,18.246,19.4632,12.9586
65.9976,28.4505,8.77347,20.8185,19.4041
26.4134,58.2137,17.7234,16.3064,9.01866
152.83,89.3184,3.83284,36.7717,14.41
110.798,13.0724,9.37228,32.0131,16.0836
100.53,5.17566,7.99183,21.1174,11.9894
71.3744,66.7053,34.3699,18.3911,15.5215
42.5435,44.7998,26.4097,12.3481,14.7346
71.9292,45.3881,16.3239,17.9861,6.56892
47.5649,18.7297,15.165,21.7413,23.8149
79.3985,21.1863,2.86047,13.4694,6.701
62.8804,21.1928,9.52124,10.5935,21.5268
10.7526,73.7837,24.7198,11.1729,4.30892
130.493,27.214,3.27502,36.0964,21.5884
58.5283,47.6317,24.2163,27.8691,27.6097
115.832,19.668,3.64723,32.1875,21.987
77.5684,14.4449,11.8993,12.0619,2.76735
84.7212,28.5565,25.9292,29.4678,27.6441
79.8575,14.9292,8.84194,15.9386,25.0268
61.3134,10.0422,12.4253,17.5626,9.92607
49.3488,50.5144,7.84582,13.8991,1.80775
140.997,54.6367,22.2223,44.5761,29.3467
104.122,10.4154,10.9217,31.5426,10.5791
61.9191,33.0998,21.1254,22.8369,6.00926
34.9307,56.0784,52.3234,17.828,3.56398
98.6445,72.2832,21.7079,20.0323,10.1615
134.828,32.9541,12.5646,36.3343,28.2205
27.772,56.0915,22.8121,17.5069,8.13998
76.6235,67.7246,30.29,34.2217,10.6027
51.8669,60.7497,11.6838,14.7902,12.5845
92.4563,29.5784,9.25814,29.7503,5.28451
28.8941,105.165,16.7546,15.7354,2.72176
25.2432,45.7746,11.7198,14.6908,2.42264
50.6628,52.6891,14.1377,15.4852,0.985622
64.7979,87.6561,26.6043,25.1341,6.51495
39.49,45.0967,17.4434,15.5047,1.12795
42.5307,26.7963,31.8713,19.8202,9.72078
134.501,18.4532,16.3599,23.4398,8.318
44.8873,68.8924,23.4908,17.5964,8.23695
35.9512,24.8584,23.3851,15.9886,1.70768
51.9928,44.1698,11.901,23.9212,8.36073
67.2175,18.609,25.7432,24.9476,1.50593
39.7541,23.6251,20.742,14.5255,4.94358
88.082,49.795,43.6789,28.6784,12.95
129.18,14.4151,2.25699,27.0859,5.85376
50.5532,15.3369,7.62966,8.31975,4.75328
115.046,22.372,7.35359,30.8307,16.6008
98.7513,101.442,12.0449,33.9761,12.6739
31.6247,52.6494,20.0939,16.7778,5.60292
66.827,28.6949,20.0749,25.0266,8.21401
62.5161,11.8453,16.8426,25.4293,16.2248
147.613,22.65,6.44445,34.0482,16.9764
17.5603,6.32894,44.8396,8.82006,5.3239
43.7213,33.2484,9.5137,20.651,15.7106
127.298,51.8275,17.0984,39.4536,41.0273
107.648,47.1991,9.01837,25.6103,9.33006
55.367,10.3734,8.86236,11.1896,2.22245
48.5613,53.9954,11.2128,12.7285,1.37066
102.026,7.70932,8.24637,21.9773,4.86442
53.3921,27.8963,36.9783,22.5729,1.1206
7.5168,28.7907,30.3819,5.10726,1.5491
25.1361,60.1308,57.4051,20.9276,9.97553
7.01383,31.1737,54.0324,7.47022,18.8805
27.8225,9.85068,29.5465,14.3676,4.08265
32.9484,51.4348,77.6618,21.8732,5.67804
106.723,19.6061,11.4136,26.1125,14.9269
69.6728,18.5653,18.0449,28.684,10.1839
44.9138,20.2097,43.5782,14.9984,0.43358
22.0237,31.1447,27.6837,11.0081,3.38802
18.9756,25.4635,48.0162,10.606,4.17003
83.1682,19.5103,8.09567,13.7337,3.88895
50.5616,71.8804,11.3228,15.2943,9.48393
41.1631,17.8738,22.1071,13.7998,2.01537
145.932,49.3306,7.45622,36.345,16.7806
27.7123,127.881,20.4178,14.1187,4.21923
73.3722,19.3221,4.55923,17.682,8.59213
76.2666,20.2471,7.71212,27.231,11.3408
72.1498,35.8331,13.6341,19.9916,7.60927
11.3987,34.7715,42.8229,17.0242,4.27441
66.8808,48.3195,14.3006,26.3452,2.34108
74.0917,5.84898,7.57138,13.8059,15.2383
106.2,68.9932,22.7369,26.0221,13.0924
54.7806,11.9356,34.1445,22.2353,7.45366
56.6147,6.62007,18.9034,27.7398,1.25417
25.6743,27.357,47.9155,13.3322,1.01137
87.9183,99.2566,4.23486,19.9925,10.3764
85.1356,117.08,13.6057,39.6801,4.53588
41.0559,8.45845,9.84191,11.2821,8.04693
21.7782,40.5029,79.614,18.97,7.1321
103.693,29.5274,9.89303,19.947,7.00088
42.6525,5.95293,10.0371,13.3707,25.3136
161.734,17.83,5.32924,39.0344,3.71247
59.5099,39.7745,5.48889,17.9575,2.7808
45.953,30.8064,18.0331,18.2145,10.3955
79.7132,14.2075,8.84673,16.9027,13.6309
89.7498,51.2706,19.9382,27.8913,9.35705
37.6332,29.9207,26.0232,24.4432,1.03661
63.8616,46.2404,32.9795,23.96,3.03075
39.1718,7.82148,21.0923,9.5691,2.59788
73.4039,12.4133,9.30588,19.2262,9.08793
123.458,42.2241,6.06751,22.7447,9.7442
58.4257,41.2005,13.2056,19.0087,4.19904
57.9423,22.0465,18.9494,27.5731,8.24565
95.9902,32.9682,8.9642,26.7305,7.85145
62.4747,19.3293,10.969,20.2244,3.05608
64.065,21.3861,28.2192,16.596,9.21259
107.996,52.9038,6.27317,26.1683,16.3203
34.958,78.8987,7.7482,17.9909,5.53283
69.8232,45.6886,19.6207,22.8372,12.9111
59.9778,114.149,38.3261,20.1548,15.9132
30.8769,53.0906,21.8781,19.4801,24.588
77.9281,27.4869,12.0834,22.2557,5.00103
72.2327,15.5895,13.6408,21.2192,8.44991
68.487,55.0142,21.6115,25.6789,8.93069
36.7018,111.152,24.2576,15.3827,8.06579
124.97,66.447,4.1047,27.2011,20.1198
53.6717,51.7859,74.9097,15.7088,11.6554
32.0227,45.6815,52.2053,13.1748,0.324634
10.4561,12.4987,49.4032,8.40616,1.56104
149.517,6.22152,3.20408,26.5902,14.1229
36.7409,111.81,40.8412,17.1318,1.61964
70.2647,33.3367,1.62773,10.277,6.23944
37.1529,23.3477,36.3667,20.4429,13.4986
90.6315,40.1702,13.8888,29.5361,3.41287
45.2993,20.6854,41.8302,23.4215,22.2469
59.873,6.78445,5.34185,27.0466,17.2386
38.8333,59.4137,31.7125,21.0595,11.119
76.6469,74.8603,18.0465,26.3152,1.48942
18.963,42.0631,21.3544,9.92077,2.07217
24.5709,6.41432,36.1295,14.5629,14.6045
113.351,23.8928,2.54751,24.4852,11.1241
22.2167,6.45232,7.01147,5.46793,4.06491
73.3895,20.0841,14.645,22.8467,4.22678
37.4912,14.431,19.9658,8.5559,10.2782
50.3268,60.0469,35.8471,36.3779,4.09716
19.7076,36.6541,28.955,10.7246,5.37699
61.0312,159.902,22.4225,25.0464,17.6383
88.5698,80.0742,20.9543,26.9809,11.717
115.749,22.3602,19.0016,29.8609,1.41472
114.742,16.445,4.70876,26.5809,2.10846
37.0858,23.4294,12.2207,8.63806,12.608
29.8785,15.1148,31.064,10.7965,0.0337527
30.0782,55.3267,12.6141,16.6171,2.76761
46.0177,168.175,37.9253,38.6087,11.2544
30.723,9.72543,28.0488,11.5712,0.393956
34.8727,78.753,20.3037,15.8611,18.8952
47.7439,8.61857,11.0357,25.4879,6.06818
17.9175,35.382,25.9726,10.4779,7.17328
72.8645,29.8854,9.62745,26.025,10.8429
45.6949,35.4215,27.4913,9.96998,2.34465
63.6117,64.8519,26.3339,29.0234,4.04654
32.2344,80.9834,35.6881,15.115,10.8781
123.644,19.8566,12.4097,35.1918,9.20181
64.7177,9.35411,32.474,18.9035,3.68827
16.3889,14.5086,35.6832,8.48611,5.22936
45.3511,26.4587,36.7982,14.0164,1.96744
26.745,43.5194,34.5852,13.0721,10.0586
34.7488,8.21729,14.3938,14.5223,28.1002
28.3409,22.1035,17.7929,16.638,0.650806
54.7245,102.304,22.1243,14.0614,2.11556
27.2152,30.8857,6.49574,4.26968,0.869975
43.1901,23.3349,41.0849,18.9264,9.14416
27.1386,9.00859,42.74,8.11664,3.43997
70.015,81.4369,6.6067,25.4871,2.53584
59.8691,29.7149,36.1024,27.6416,16.8048
102.813,50.5448,9.68857,30.5913,11.9034
63.4745,33.3626,16.0168,28.8949,3.56592
61.9154,15.2178,39.8587,25.531,1.86378
89.5327,42.0928,20.7031,26.322,16.1022
33.3901,73.5924,54.5569,24.4904,9.95406
40.4593,12.6521,13.2826,12.8306,11.1347
84.3108,39.6787,22.9576,23.3409,5.65776
37.915,22.1607,12.2093,12.1792,14.9845
50.0185,53.0461,21.2693,20.503,21.93
31.5365,84.5834,83.0319,20.3186,31.0644
98.7474,22.0124,13.3926,26.3027,12.683
137.22,18.2931,1.32182,35.2655,24.4444
102.758,16.0538,4.93526,26.2798,10.3211
36.9598,12.5681,49.1736,24.9787,4.4678
143.581,20.9778,2.28811,33.758,12.6732
82.2511,18.833,36.277,19.9163,26.0379
47.7946,30.8434,10.1731,16.3115,3.49544
22.723,17.5539,19.6363,10.2709,9.21212
59.7659,19.1409,20.4035,11.1157,18.6554
26.8133,58.4125,28.2694,11.8462,1.79421
41.8124,9.43058,22.4271,14.4545,6.54741
45.1152,8.64529,4.17155,12.6753,4.16184
73.6174,28.1411,12.0109,10.6661,18.5947
79.6827,72.5166,8.9853,27.833,3.758
26.8477,54.2752,45.3244,18.0913,5.4876
22.148,14.4646,48.3995,15.6767,1.66281
19.1172,63.3577,38.8445,15.4393,13.6814
69.4414,12.462,8.64179,9.09112,20.7979
111.129,51.3655,4.9104,37.242,11.4911
41.4339,64.5963,20.5717,18.4759,3.33319
50.9142,11.6529,12.3277,13.8279,9.209
96.1481,33.5231,17.1595,33.4613,19.9175
68.2177,73.1201,35.858,15.0011,5.21689
22.8314,28.9234,36.7956,12.7034,3.54529
58.4453,36.9152,19.7953,18.0051,4.99723
28.1005,23.8556,15.9313,29.823,4.94746
94.7756,6.31974,20.1174,22.4871,2.75668
54.3914,5.64202,11.2745,16.4017,18.0767
141.151,5,0.386553,19.0737,5.74304
54.7904,19.9887,16.0641,17.7929,9.56763
99.2922,24.8031,12.6919,17.9806,4.20275
82.0567,13.2455,12.1559,24.2755,11.4699
45.9037,35.5431,26.8463,13.55,6.8209
26.6898,12.4863,16.236,20.7352,0.250705
40.506,24.3318,41.6292,21.5021,11.4901
59.8467,24.1165,3.72529,11.3038,1.68199
105.976,47.3494,7.5078,18.1412,9.79096
57.9439,19.4047,21.344,15.6052,22.8826
105.229,15.5946,17.3129,28.9154,11.9718
88.4417,19.8528,20.1789,30.6763,5.73958
42.2208,24.8691,29.4603,15.5437,3.64115
15.8454,22.8346,26.8648,11.4452,8.48254
73.9714,92.0112,27.4909,22.7615,14.9973
37.2341,113.872,23.5155,9.54224,11.696
131.762,17.7141,5.93207,25.0844,8.42544
55.7059,74.5643,18.281,21.3679,12.592
13.1289,22.798,38.2092,10.4626,3.70183
27.9803,9.79888,21.5393,15.5277,5.6891
67.9877,27.1639,35.7893,21.6924,3.97313
50.4931,46.1431,10.7247,10.9749,4.27574
74.9938,40.1051,25.8352,25.259,5.70136
53.3626,25.7039,6.59717,11.5889,4.78218
34.8502,12.9799,11.9156,24.0439,9.49344
102.764,44.251,8.80233,34.8571,22.6715
22.4723,19.1219,15.7039,11.3116,1.33668
25.6284,15.7887,25.3224,10.1342,21.9672
62.815,32.2431,22.3536,25.57,9.31474
66.0393,82.908,11.5865,20.3895,0.809992
80.2634,17.7928,14.6494,33.1313,7.49912
33.2316,8.47018,16.9254,17.4384,8.82672
89.6646,66.0259,10.8614,22.6795,7.10469
86.2082,9.12949,5.63371,19.9792,12.4086
7.47522,25.3029,42.9573,9.38826,2.39519
79.5401,32.2973,11.411,14.0548,3.89358
47.2461,117.292,26.6105,22.5715,18.1705
63.4582,5.03823,14.5127,13.5588,4.35295
94.297,21.8237,9.72383,31.0304,13.8266
36.1572,47.7509,45.572,16.6165,7.09831
121.196,44.4435,4.58838,27.1836,11.3809
110.123,27.6472,1.16917,22.4854,14.4288
46.2744,15.2479,21.5684,18.6156,11.3169
111.344,12.9899,6.87202,32.2216,12.4287
45.0676,7.53899,8.73826,6.06177,11.8238
49.209,37.1203,61.5599,17.4931,1.36929
59.2457,39.6961,30.9465,20.8965,3.33601
13.6269,14.2606,25.224,7.81473,12.3972
17.468,52.2436,29.3868,16.2587,10.7625
70.7449,33.0608,13.0761,25.4578,4.56805
48.2224,10.0091,38.3209,17.1194,4.01861
75.0499,60.8251,18.6153,32.3017,14.5468
94.4559,39.8206,4.46206,24.8781,15.3659
88.005,8.48552,2.50261,25.8848,13.7643
19.2017,36.6422,46.115,7.35004,1.09526
54.2751,24.73,18.9624,21.5811,4.26342
28.4718,120.79,26.2111,23.5079,2.5827
54.6511,67.1725,38.5165,29.5972,6.51714
34.1467,89.7774,21.8553,18.5245,7.91168
7.60792,144.88,45.0278,7.8549,20.2313
22.0916,8.38534,32.2872,14.5795,5.42111
137.932,10.7314,1.88736,31.8851,27.8361
106.495,31.2664,10.5894,32.3393,19.3815
99.893,13.289,3.65763,28.529,11.1549
110.699,11.4103,8.43567,24.8615,4.32303
91.5784,13.157,16.8545,26.5717,9.92558
6.9415,54.5112,39.9112,7.48672,0.829525
38.2285,8.98098,40.5803,13.3302,10.5884
121.643,5.73088,4.41173,24.453,9.98239
113.134,16.8125,8.33137,28.6292,9.00547
42.0211,63.4046,40.3285,20.8124,2.84483
67.1542,65.9785,11.1295,23.7389,6.12303
32.8653,85.1123,43.554,15.4613,7.68655
63.54,14.4334,19.1257,21.1744,8.53549
46.2097,5.65082,19.4757,9.64812,7.05443
63.1427,6.17061,11.7646,11.8053,1.54714
31.089,30.1035,21.6392,10.3975,1.18838
60.6142,30.2119,16.1515,16.2067,7.98899
40.7475,34.9584,33.4263,23.7066,10.0313
60.2481,83.8787,51.3991,26.4497,5.41827
90.6957,59.7514,2.4344,20.8215,5.49511
56.6699,6.88397,6.47211,11.0016,34.9838
25.6737,33.1263,24.0278,11.8749,10.8446
97.104,37.2579,4.7076,22.0358,34.158
64.7901,19.6285,7.84123,24.1991,3.59025
118.929,10.492,13.0217,32.6453,34.1235
132.662,46.9802,5.67696,36.5034,22.4256
40.1977,36.2282,28.1232,19.3124,16.3264
68.1586,75.5291,24.2462,32.1622,21.5009
51.9434,13.7041,4.87776,12.58,4.67773
52.3138,42.4388,14.6924,21.0658,2.71702
59.3739,32.7406,18.1884,26.8856,13.0086
39.9716,11.9987,16.5378,23.2198,11.4908
136.377,11.7898,1.46772,29.8815,3.97044
19.517,36.1592,16.5742,10.3151,5.48482
13.6876,13.5893,55.3043,14.4823,0.553719
8.22219,66.6064,93.7493,13.2508,3.41723
96.7631,30.0165,13.6559,18.4871,14.4131
55.6759,29.4947,33.89,29.248,26.9667
43.4407,48.0911,24.4739,21.7287,0.457133
88.9487,23.0179,1.79946,26.7357,10.2434
42.534,30.5446,13.0482,19.3146,16.703
88.9923,5.34225,8.52983,28.829,9.52155
64.9337,41.3833,22.0228,23.2508,9.86988
30.6846,31.0506,23.5097,10.0451,5.99884
46.5465,28.1745,5.93052,8.42458,11.0508
70.1036,32.6883,19.102,24.1826,38.2475
111.908,26.1001,2.41979,27.5551,4.32901
86.6337,63.4359,19.785,24.6807,32.35
85.0086,8.45783,7.31673,24.8231,13.4687
67.4572,14.4278,17.0576,20.0017,19.1849
65.1811,6.73132,5.81369,12.8863,18.1106
57.4154,75.8558,26.4917,29.3155,4.5032
27.7322,18.6898,24.3747,16.2311,13.0162
66.6259,16.5958,11.4982,25.4994,2.49804
61.2272,23.422,20.8285,19.526,10.8762
82.4962,27.0467,14.444,31.0532,6.31325
46.7929,26.9754,8.73384,13.7297,0.951016
115.246,9.75467,2.54702,18.3042,5.86317
37.4613,71.437,38.2575,26.7237,3.30406
38.0934,37.6021,18.2012,14.5542,3.68321
143.143,89.1971,4.63582,31.9857,9.85934
70.0269,27.2679,33.5609,15.6148,27.0913
87.3924,15.8185,10.3551,20.9017,28.865
148.284,14.603,2.69745,29.553,19.0766
91.3595,50.1851,11.2183,21.9309,24.644
65.1854,26.2518,10.2373,21.4482,4.5232
26.0929,24.7634,19.0667,8.34011,0.247572
120.484,31.064,3.55439,36.2954,11.1539
76.0412,64.4005,14.6136,28.9129,2.67983
21.0952,13.611,30.3605,11.3972,3.22511
44.0638,5.68578,17.7018,15.9541,0.753753
63.0934,21.8128,30.5636,14.6531,14.1402
56.7102,15.7153,12.503,14.5237,8.91292
83.2492,87.2955,25.0517,26.5261,8.49105
24.1023,35.867,13.7529,17.7909,16.9868
26.7023,31.8268,28.8354,16.7932,1.0537
36.4886,23.0946,22.5971,10.4519,3.84104
35.712,15.1304,42.0572,15.7497,19.5586
52.0467,24.9371,10.1577,16.2228,6.55899
65.3319,37.3662,12.8659,12.3816,0.642739
48.8978,10.2264,10.7006,13.5726,3.77676
39.7269,32.3421,17.8387,16.3736,16.5651
50.3917,32.5416,10.5819,28.2462,7.9117
50.2937,28.8862,13.5562,19.028,3.59037
109.757,35.5301,12.8045,18.7418,9.40724
55.6579,27.7196,9.28924,11.3555,1.22745
46.7613,19.7021,18.5594,21.0692,6.06988
54.2252,12.6178,23.1235,14.5187,7.82292
78.8874,37.5725,17.2822,19.6647,11.4395
50.9606,24.38,18.5772,14.9356,0.982616
99.3477,14.3958,22.6755,21.8961,20.3319
56.1954,30.1464,24.952,28.2626,5.09947
30.4854,25.1456,18.5514,13.459,2.40545
67.2601,8.19015,11.011,10.2766,20.929
47.6326,21.9957,25.4963,11.6213,5.96919
61.418,14.482,9.54114,8.99494,36.2179
69.8473,64.873,8.38199,16.7535,14.9549
42.6995,7.37716,45.1448,17.4839,8.27796
16.7824,71.0539,17.9102,12.189,2.87237
38.3905,83.6398,14.275,27.907,6.87875
71.8574,9.33184,4.67813,18.5152,10.1323
29.9263,69.6959,66.0621,22.1616,11.4174
70.1846,16.0719,29.307,30.922,4.09317
119.113,13.6067,7.70012,23.3284,10.3274
44.26,44.9358,23.4242,16.0374,8.058
18.2938,174.979,61.4742,11.4658,2.35617
22.26,50.8662,69.013,26.085,6.09519
76.0641,73.9033,12.4917,18.7964,2.9632
67.9113,34.6043,15.648,17.8795,1.90105
36.6427,16.5838,29.1349,24.8424,11.2065
55.4167,23.6702,9.94018,14.3024,1.21353
31.1091,25.8733,16.4762,20.5467,16.6934
51.5816,25.2014,12.382,19.5731,8.67874
15.7543,41.2417,47.9548,19.8354,5.92527
53.1777,15.5136,18.7263,19.2463,4.51269
49.6873,24.5936,22.2687,12.2704,4.74615
32.1152,29.8964,11.9018,14.7097,1.05928
53.9998,19.383,10.8206,23.6713,9.51984
71.646,34.7449,15.8547,32.1098,9.74028
48.1852,9.59857,9.26581,20.3885,0.823987
64.0126,24.8151,9.45221,18.957,13.3934
63.9582,53.2585,19.0138,24.1846,1.64339
70.902,114.285,12.2578,32.1762,12.2341
53.7039,10.7878,22.7895,18.3627,3.48777
47.855,104.53,34.6185,15.2288,1.22171
45.9983,81.313,21.0313,26.2352,16.1789
43.2178,10.2746,28.6747,10.0466,6.67461
56.2996,40.5713,10.7676,25.9761,5.45412
105.565,91.098,12.9476,32.2173,7.8629
82.5933,5.18133,7.57302,13.4823,8.02751
39.5579,10.4998,24.9018,20.9509,3.27037
26.878,34.0768,33.7593,14.5069,6.19142
64.9482,92.1466,17.1958,27.2849,11.3737
38.205,25.6214,12.5549,20.5541,2.16281
40.254,71.7885,33.2414,28.0291,7.98284
69.3862,13.5191,14.3352,23.7165,3.2685
131.134,117.452,7.83643,36.5533,21.0766
96.5463,10.6111,14.222,25.031,12.9111
50.6343,17.3704,26.678,19.5717,13.4313
17.5361,6.44481,20.77,13.323,12.2353
99.1772,34.9398,40.7228,24.4183,1.90783
25.6272,27.5493,9.84202,13.6522,2.58718
101.081,11.9858,0.429831,19.0944,12.5561
